OrderID,RegionCode,CategoryCode,ProductCode,SalesRepID,Month,Year,Quantity,UnitPrice,DiscountPct,ShippingDays,CustomerAge,Rating
100056,2,2,16,2,1,2024,,455.65,0,10,27,4.0
100494,3,5,8,3,10,2024,,405.49,10,6,42,2.0
100452,3,4,15,1,12,2024,5.0,295.06,0,14,21,5.0
100386,2,3,21,4,8,2024,,429.66,0,14,50,1.0
100122,5,5,20,1,11,2024,7.0,310.27,15,11,62,5.0
100463,1,1,25,2,9,2024,10.0,15.41,15,10,69,4.0
100013,2,3,25,2,10,2024,4.0,268.63,20,9,39,2.0
100134,4,5,19,5,6,2024,4.0,98.63,0,2,29,3.0
100034,5,4,25,2,11,2024,6.0,361.74,5,3,36,5.0
100041,2,1,19,6,10,2024,2.0,75.16,10,5,41,2.0
100267,1,2,28,6,11,2024,11.0,29.91,0,13,44,1.0
100539,1,2,25,5,12,2024,3.0,191.82,20,3,28,5.0
100113,5,1,22,5,2,2024,6.0,80.61,0,14,42,1.0
100216,2,3,19,1,12,2024,6.0,493.79,0,13,62,4.0
100115,5,2,20,3,11,2024,12.0,306.14,20,2,60,5.0
100188,4,5,2,2,8,2024,11.0,350.64,5,11,50,2.0
100090,5,3,10,3,3,2024,11.0,464.64,0,2,50,1.0
100502,1,3,14,2,6,2024,10.0,396.68,10,3,48,4.0
100000,3,2,13,1,10,2024,11.0,28.9,20,9,24,3.0
100557,3,2,20,4,9,2024,11.0,408.33,0,4,46,4.0
100063,4,3,26,4,4,2024,10.0,44.11,0,7,66,2.0
100513,1,1,11,1,1,2024,4.0,160.02,0,1,44,2.0
100082,4,3,9,4,2,2024,7.0,495.3,10,3,41,3.0
100369,1,3,23,3,6,2024,7.0,483.66,5,2,40,4.0
100003,5,2,16,3,8,2024,11.0,268.2,20,6,47,5.0
100076,5,2,14,1,1,2024,7.0,331.13,5,9,46,2.0
100352,5,3,26,3,10,2024,4.0,18.69,10,8,70,2.0
100376,2,5,5,3,1,2024,5.0,23.86,0,3,25,1.0
100308,1,2,28,3,8,2024,7.0,401.56,0,3,57,3.0
100365,2,5,9,5,4,2024,4.0,260.76,0,4,56,2.0
100518,3,4,22,3,8,2024,6.0,455.35,0,14,60,2.0
100414,3,2,9,3,8,2024,8.0,26.4,0,15,39,4.0
100117,5,1,6,3,8,2024,6.0,236.64,10,8,60,3.0
100594,5,5,2,1,12,2024,2.0,54.94,0,11,21,1.0
100180,3,5,29,5,10,2024,8.0,295.84,0,9,33,4.0
100054,1,2,16,2,6,2024,11.0,325.35,0,5,32,4.0
100086,3,1,2,5,8,2024,11.0,411.34,0,10,59,5.0
100340,1,1,9,6,3,2024,3.0,136.45,0,10,21,3.0
100590,1,2,8,3,9,2024,1.0,165.14,15,2,67,4.0
100264,5,2,8,1,4,2024,4.0,299.67,20,9,63,1.0
100472,2,3,19,1,10,2024,8.0,192.55,0,11,66,5.0
100332,5,5,7,3,12,2024,7.0,42.63,0,10,42,2.0
100101,3,2,15,4,6,2024,8.0,346.09,0,10,32,2.0
100324,1,4,22,5,11,2024,12.0,20.95,15,4,67,4.0
100584,5,1,7,1,2,2024,8.0,398.92,0,7,50,3.0
100253,2,2,25,1,2,2024,12.0,107.42,0,8,24,2.0
100540,3,3,18,6,3,2024,12.0,392.87,20,1,41,4.0
100200,3,5,19,3,5,2024,7.0,476.64,5,11,59,2.0
100015,2,3,7,3,11,2024,8.0,313.91,10,14,18,4.0
100128,4,3,10,3,1,2024,12.0,302.06,20,14,49,5.0
100165,3,1,26,5,3,2024,12.0,425.54,5,7,46,3.0
100211,3,5,16,2,11,2024,6.0,117.18,0,8,56,1.0
100515,1,2,15,5,9,2024,2.0,63.07,15,12,39,5.0
100313,1,1,23,6,3,2024,4.0,322.36,10,11,59,5.0
100318,2,2,12,2,4,2024,12.0,129.56,0,3,51,1.0
100154,5,5,17,2,7,2024,1.0,200.84,0,13,41,3.0
100001,5,4,2,5,1,2024,10.0,66.28,0,11,58,5.0
100244,5,2,28,1,2,2024,12.0,292.21,0,11,31,3.0
100358,4,4,10,3,8,2024,8.0,477.26,0,11,58,5.0
100545,4,4,28,6,3,2024,5.0,203.62,0,8,57,3.0
100445,3,4,23,1,11,2024,11.0,365.52,0,3,59,4.0
100347,2,4,11,4,9,2024,8.0,469.34,5,13,63,3.0
100159,4,5,10,5,8,2024,5.0,125.48,0,12,52,3.0
100465,1,1,11,5,7,2024,5.0,354.66,15,5,60,3.0
100160,5,3,20,2,4,2024,8.0,237.14,0,1,33,3.0
100320,1,4,18,2,3,2024,12.0,248.62,5,2,49,4.0
100533,4,2,18,3,9,2024,6.0,278.29,5,6,69,1.0
100316,3,3,9,6,11,2024,10.0,9.85,0,2,23,2.0
100240,5,5,10,1,12,2024,8.0,332.81,0,7,36,4.0
100402,1,3,17,4,9,2024,1.0,171.0,0,9,65,2.0
100205,5,2,15,5,4,2024,5.0,64.67,0,7,23,5.0
100317,1,4,9,1,5,2024,11.0,49.03,10,4,21,1.0
100304,5,5,3,6,7,2024,,31.85,10,10,36,4.0
100371,2,3,22,2,6,2024,7.0,396.55,10,10,61,2.0
100017,5,4,26,5,3,2024,11.0,77.36,20,10,48,3.0
100383,1,1,19,4,7,2024,3.0,55.94,0,15,25,5.0
100510,2,2,1,3,7,2024,11.0,,10,5,26,4.0
100025,1,4,11,1,2,2024,9.0,313.84,10,2,25,2.0
100085,3,5,27,2,12,2024,8.0,83.52,0,15,69,2.0
100567,1,5,2,5,4,2024,4.0,23.19,0,14,57,5.0
100236,4,5,1,5,10,2024,8.0,374.37,20,8,50,3.0
100552,2,4,14,5,12,2024,10.0,151.47,0,1,61,1.0
100048,3,3,26,6,7,2024,10.0,105.06,0,12,44,4.0
100289,5,5,26,3,4,2024,1.0,24.6,20,8,25,4.0
100458,4,5,13,4,9,2024,4.0,198.31,0,9,67,3.0
100084,4,2,20,1,5,2024,11.0,27.56,0,1,54,3.0
100119,1,3,11,3,7,2024,8.0,390.37,10,13,31,3.0
100137,2,4,3,1,8,2024,1.0,30.24,10,6,63,4.0
100228,2,3,22,6,4,2024,10.0,300.81,5,4,55,1.0
100120,4,3,17,3,2,2024,5.0,437.12,0,4,59,4.0
100509,4,4,20,3,10,2024,11.0,408.28,0,15,19,4.0
100327,4,2,20,2,5,2024,4.0,100.24,5,4,37,4.0
100032,3,3,18,3,1,2024,6.0,126.0,0,4,40,2.0
100098,5,3,19,1,3,2024,3.0,145.45,0,12,32,4.0
100423,5,5,19,3,2,2024,5.0,145.57,0,10,63,3.0
100129,1,3,21,5,5,2024,3.0,316.7,5,8,42,4.0
100326,3,3,19,3,1,2024,4.0,470.02,5,1,61,2.0
100009,2,5,20,4,7,2024,11.0,339.72,0,8,67,5.0
100100,4,2,15,1,11,2024,3.0,268.11,20,12,66,5.0
100470,4,3,14,4,2,2024,10.0,479.58,5,9,51,4.0
100218,5,1,3,2,1,2024,2.0,405.69,10,6,64,2.0
100441,2,3,1,2,2,2024,5.0,459.37,0,6,33,4.0
100028,2,1,6,2,9,2024,5.0,29.94,0,15,37,3.0
100397,4,5,18,3,3,2024,11.0,195.68,0,12,41,5.0
100579,3,4,23,5,3,2024,1.0,226.29,0,9,19,4.0
100138,3,5,8,2,8,2024,11.0,49.44,15,9,43,2.0
100234,3,4,14,2,7,2024,6.0,272.3,5,3,42,4.0
100393,2,5,3,6,9,2024,7.0,9.87,10,2,31,5.0
100008,2,2,3,2,10,2024,3.0,,15,4,18,4.0
100381,5,5,6,5,1,2024,6.0,448.04,0,5,31,5.0
100299,1,5,29,6,11,2024,3.0,472.69,5,8,54,5.0
100247,1,2,19,1,8,2024,8.0,32.23,15,4,63,3.0
100012,2,5,1,5,1,2024,4.0,475.74,10,6,27,5.0
100519,2,3,4,1,3,2024,6.0,298.9,15,12,68,4.0
100078,3,5,3,1,1,2024,1.0,377.27,5,11,68,2.0
100294,5,3,18,1,5,2024,6.0,315.65,10,11,38,3.0
100556,4,4,16,4,3,2024,7.0,344.43,10,14,45,4.0
100396,1,1,20,2,9,2024,12.0,490.7,0,14,65,3.0
100052,3,2,21,1,2,2024,5.0,266.49,5,12,66,1.0
100302,2,1,30,1,8,2024,9.0,321.13,5,5,20,2.0
100405,3,2,4,5,2,2024,11.0,462.84,10,13,46,3.0
100410,5,2,17,3,9,2024,1.0,212.3,15,10,29,1.0
100321,2,3,18,5,10,2024,1.0,40.4,0,8,65,2.0
100014,3,1,1,6,8,2024,5.0,238.76,0,12,56,3.0
100548,2,4,18,3,9,2024,5.0,478.69,0,9,19,1.0
100142,4,1,21,1,8,2024,2.0,228.91,0,6,70,2.0
100467,4,1,21,4,2,2024,3.0,407.72,0,3,46,1.0
100203,5,5,3,5,9,2024,7.0,341.35,20,8,26,5.0
100288,1,3,1,4,1,2024,12.0,261.05,0,14,38,2.0
100010,2,4,6,5,3,2024,2.0,173.33,0,2,18,5.0
100176,5,2,14,2,2,2024,5.0,202.31,15,8,19,
100526,1,2,4,3,5,2024,5.0,277.26,0,10,33,3.0
100171,1,4,1,1,7,2024,1.0,156.84,15,9,18,3.0
100258,3,1,19,3,11,2024,10.0,54.83,0,6,30,2.0
100268,4,2,9,4,3,2024,12.0,468.88,0,12,47,5.0
100569,5,3,21,1,2,2024,1.0,368.23,10,13,64,2.0
100229,3,1,26,6,9,2024,2.0,80.2,0,3,37,2.0
100071,3,2,13,1,2,2024,12.0,205.46,0,7,28,4.0
100291,1,4,13,5,6,2024,9.0,477.49,5,4,60,1.0
100051,2,1,8,5,2,2024,3.0,,15,2,70,4.0
100541,1,4,18,5,6,2024,9.0,78.67,0,8,63,4.0
100440,2,3,5,1,10,2024,5.0,277.59,15,13,24,1.0
100140,1,2,22,3,8,2024,12.0,152.9,10,8,66,1.0
100170,4,2,17,1,3,2024,5.0,409.0,0,9,30,4.0
100544,3,3,2,5,7,2024,1.0,266.43,0,15,61,5.0
100298,5,5,30,6,8,2024,2.0,,0,10,53,4.0
100384,1,4,27,2,6,2024,12.0,153.16,0,11,34,3.0
100517,3,5,3,2,8,2024,8.0,13.38,15,2,43,4.0
100111,5,2,27,3,8,2024,3.0,179.8,15,14,70,4.0
100359,1,5,19,2,4,2024,9.0,38.88,5,7,18,2.0
100449,1,4,9,2,6,2024,4.0,80.94,5,13,57,3.0
100528,4,1,28,3,11,2024,5.0,131.75,20,13,25,4.0
100157,3,5,9,5,2,2024,,273.42,0,10,24,3.0
100073,2,3,5,4,11,2024,1.0,487.9,5,6,21,5.0
100575,4,5,6,6,6,2024,4.0,124.69,0,7,22,4.0
100516,4,5,25,4,2,2024,7.0,288.43,0,6,45,4.0
100033,1,1,9,3,5,2024,2.0,76.21,10,1,43,1.0
100006,3,5,22,4,1,2024,8.0,145.87,5,15,60,3.0
100110,2,3,24,2,8,2024,7.0,470.27,10,4,69,4.0
100042,4,4,1,6,5,2024,150.0,6.78,5,11,46,4.0
100116,1,5,4,1,9,2024,5.0,212.42,20,3,48,4.0
100293,2,3,7,6,12,2024,9.0,,20,5,65,1.0
100525,3,4,17,5,11,2024,9.0,300.64,0,3,59,3.0
100456,2,3,9,6,12,2024,12.0,310.02,0,7,47,2.0
100175,2,5,28,5,7,2024,3.0,160.82,20,14,47,3.0
100270,1,4,22,1,7,2024,7.0,397.86,15,13,39,4.0
100032,3,3,18,3,1,2024,6.0,126.0,0,4,40,2.0
100415,3,1,30,4,7,2024,11.0,427.1,0,1,29,1.0
100455,5,5,29,2,4,2024,4.0,495.16,5,5,70,5.0
100598,3,1,19,5,6,2024,11.0,313.08,0,14,61,3.0
100514,4,3,25,4,8,2024,12.0,318.34,0,9,61,5.0
100209,1,1,6,6,3,2024,10.0,410.06,15,10,43,4.0
100079,4,3,26,5,6,2024,3.0,344.64,15,15,32,1.0
100220,5,4,9,3,11,2024,8.0,437.29,0,15,38,5.0
100016,2,4,29,4,8,2024,3.0,219.79,15,6,23,4.0
100395,2,1,19,3,2,2024,4.0,494.15,20,4,24,2.0
100426,1,2,23,6,3,2024,3.0,133.06,15,9,26,5.0
100501,2,2,12,3,7,2024,2.0,320.78,0,2,50,2.0
100249,4,1,10,3,5,2024,5.0,128.02,5,13,45,5.0
100498,2,2,10,2,10,2024,7.0,174.77,0,5,40,2.0
100029,3,1,1,4,4,2024,1.0,367.87,10,4,50,4.0
100095,3,3,14,3,12,2024,5.0,15.35,0,15,36,1.0
100565,1,3,14,1,9,2024,11.0,68.41,20,8,30,3.0
100597,3,2,17,3,4,2024,1.0,268.6,0,7,66,4.0
100586,3,2,17,6,5,2024,10.0,145.72,0,5,56,1.0
100305,4,2,4,1,10,2024,12.0,326.78,0,11,45,1.0
100571,1,5,27,4,2,2024,5.0,370.44,5,11,18,2.0
100112,2,3,23,6,1,2024,7.0,345.29,5,11,29,4.0
100139,3,1,29,6,9,2024,9.0,452.76,20,15,21,3.0
100576,5,1,1,3,2,2024,11.0,51.51,10,10,66,1.0
100599,4,5,26,6,11,2024,2.0,62.94,10,5,20,3.0
100155,3,4,28,4,4,2024,9.0,,10,3,61,3.0
100278,2,3,25,6,11,2024,9.0,17.77,10,7,59,1.0
100585,4,3,9,4,10,2024,3.0,456.53,0,1,28,2.0
100126,1,2,28,4,4,2024,2.0,68.84,0,5,64,5.0
100172,3,5,17,5,3,2024,3.0,289.36,5,10,25,2.0
100583,3,3,14,3,4,2024,11.0,247.55,5,15,50,3.0
100406,1,2,19,3,2,2024,12.0,27.39,15,13,69,1.0
100021,2,3,2,3,8,2024,2.0,256.32,10,1,66,1.0
100064,1,1,9,2,3,2024,10.0,46.62,0,7,49,4.0
100193,3,5,9,1,6,2024,2.0,324.33,5,8,30,5.0
100350,4,2,8,1,6,2024,3.0,196.5,20,7,63,3.0
100191,2,2,20,3,12,2024,,420.55,5,14,31,1.0
100424,3,2,14,6,3,2024,1.0,478.66,0,4,43,1.0
100286,3,2,5,1,5,2024,4.0,337.42,20,4,50,1.0
100482,4,1,28,2,4,2024,7.0,314.81,0,1,43,3.0
100118,1,1,20,4,8,2024,1.0,342.88,0,13,24,5.0
100046,2,2,16,6,7,2024,7.0,175.11,0,5,65,3.0
100213,2,2,22,6,9,2024,2.0,155.48,20,6,65,3.0
100408,3,1,4,1,6,2024,7.0,50.52,0,1,27,1.0
100204,1,4,27,2,2,2024,11.0,199.02,0,4,54,4.0
100444,5,5,28,3,1,2024,2.0,44.53,0,15,45,1.0
100361,5,1,8,6,11,2024,6.0,442.14,15,7,28,4.0
100232,5,3,27,1,12,2024,8.0,478.83,0,6,31,2.0
100059,4,1,2,3,6,2024,12.0,239.36,0,9,46,2.0
100360,5,1,15,2,2,2024,10.0,286.77,0,12,26,4.0
100192,1,3,15,2,5,2024,2.0,84.85,5,8,54,3.0
100422,3,5,12,3,6,2024,12.0,88.77,10,9,49,1.0
100226,4,3,2,3,1,2024,,284.28,5,15,42,2.0
100093,1,1,2,1,12,2024,3.0,347.85,15,1,62,1.0
100094,1,4,4,6,11,2024,4.0,106.83,0,1,20,1.0
100178,2,4,2,2,12,2024,5.0,333.82,0,13,27,2.0
100511,1,4,19,2,8,2024,12.0,437.08,5,12,26,4.0
100341,1,2,27,1,5,2024,12.0,214.3,0,12,19,2.0
100057,4,3,24,5,11,2024,2.0,498.78,0,6,30,2.0
100151,1,2,3,1,9,2024,,311.44,0,2,37,3.0
100523,2,3,9,2,8,2024,12.0,222.13,10,3,55,2.0
100300,4,2,13,4,12,2024,11.0,338.08,15,4,63,4.0
100219,3,3,28,1,3,2024,12.0,18.41,5,7,57,3.0
100355,2,1,29,6,9,2024,12.0,89.85,0,14,37,3.0
100535,3,3,2,3,6,2024,3.0,375.39,0,12,25,3.0
100428,4,4,18,5,10,2024,3.0,411.97,15,15,24,1.0
100505,2,4,5,3,8,2024,5.0,112.65,20,6,48,1.0
100169,1,2,12,1,3,2024,6.0,186.5,0,14,37,5.0
100454,5,1,4,5,9,2024,9.0,250.4,0,6,25,3.0
100251,1,3,8,4,10,2024,8.0,149.31,15,4,69,5.0
100447,3,1,25,5,11,2024,12.0,458.72,15,3,57,4.0
100061,1,3,24,1,11,2024,,346.34,0,5,18,5.0
100433,1,2,4,5,6,2024,4.0,222.7,20,6,47,5.0
100274,2,4,17,6,10,2024,1.0,5.17,0,2,33,4.0
100162,4,4,12,3,7,2024,12.0,382.61,10,4,61,2.0
100394,2,5,23,5,6,2024,11.0,5.88,0,7,23,3.0
100310,3,3,1,1,2,2024,4.0,445.46,20,2,52,2.0
100153,4,2,18,6,8,2024,10.0,117.58,0,3,60,5.0
100092,5,3,26,1,3,2024,,198.82,10,2,54,2.0
100530,2,5,17,1,3,2024,5.0,93.91,20,15,25,5.0
100563,3,1,13,4,4,2024,2.0,439.4,10,-14,58,5.0
100486,2,3,11,5,8,2024,8.0,416.08,0,15,67,5.0
100546,2,2,9,3,10,2024,6.0,370.12,10,2,39,1.0
100380,1,5,26,6,7,2024,12.0,259.84,0,14,69,3.0
100488,2,3,13,4,11,2024,4.0,210.27,10,11,61,4.0
100323,4,3,4,4,12,2024,4.0,143.91,20,6,22,
100067,3,1,29,1,4,2024,5.0,120.28,0,4,56,5.0
100520,5,2,4,6,12,2024,12.0,296.34,5,7,33,5.0
100262,3,3,7,2,9,2024,5.0,,0,3,33,5.0
100337,2,5,25,1,3,2024,4.0,187.76,20,5,59,3.0
100143,5,2,15,5,5,2024,3.0,136.87,5,4,27,1.0
100266,3,2,7,4,1,2024,4.0,462.82,15,6,63,1.0
100206,1,3,4,5,1,2024,4.0,189.64,15,9,40,4.0
100468,2,2,25,4,7,2024,1.0,295.21,0,6,37,
100214,3,4,17,2,3,2024,,447.63,20,4,40,2.0
100443,4,5,25,2,7,2024,9.0,416.26,5,5,29,4.0
100336,3,2,26,3,7,2024,8.0,348.09,15,11,67,2.0
100055,1,3,24,4,4,2024,9.0,38.38,5,4,37,2.0
100215,3,2,19,6,9,2024,2.0,76.19,15,5,34,5.0
100257,4,1,7,2,2,2024,8.0,143.6,0,10,55,5.0
100133,2,3,19,1,6,2024,1.0,396.87,5,9,23,5.0
100315,3,4,14,3,6,2024,12.0,346.31,5,12,24,4.0
100281,4,4,9,2,11,2024,2.0,105.97,10,8,50,4.0
100023,2,3,26,3,3,2024,2.0,449.03,0,12,59,3.0
100070,5,1,21,1,7,2024,3.0,201.9,0,7,36,3.0
100208,4,2,19,1,8,2024,,271.52,15,13,69,3.0
100507,3,1,14,4,8,2024,2.0,376.62,0,5,58,4.0
100022,5,4,17,2,8,2024,4.0,351.11,0,15,53,2.0
100555,4,2,18,1,2,2024,2.0,341.35,0,8,53,4.0
100207,2,3,12,1,2,2024,4.0,348.49,0,14,55,4.0
100043,3,4,4,4,2,2024,4.0,357.95,15,5,34,3.0
100259,2,1,26,5,12,2024,5.0,405.46,15,9,47,1.0
100271,4,3,1,4,7,2024,5.0,247.08,0,2,69,4.0
100434,4,2,6,2,9,2024,6.0,250.64,15,15,43,2.0
100105,5,5,24,6,4,2024,11.0,213.47,0,11,64,5.0
100072,5,2,21,2,3,2024,7.0,49.07,10,15,41,5.0
100245,1,1,19,2,8,2024,10.0,233.96,5,12,45,4.0
100529,5,3,10,5,2,2024,5.0,139.87,0,4,67,1.0
100403,4,1,23,6,9,2024,4.0,332.62,0,4,44,1.0
100283,3,3,20,5,2,2024,6.0,136.43,0,15,22,5.0
100235,5,4,8,1,12,2024,4.0,333.4,0,14,57,1.0
100580,4,4,12,4,3,2024,,252.54,10,6,42,5.0
100225,3,2,15,2,8,2024,8.0,110.5,0,15,69,4.0
100435,2,3,19,4,5,2024,2.0,135.52,0,11,25,4.0
100553,2,1,25,3,7,2024,1.0,301.46,0,6,19,1.0
100272,4,5,2,6,7,2024,5.0,171.23,0,3,62,4.0
100346,5,5,28,6,2,2024,6.0,344.46,5,9,37,1.0
100589,3,5,13,1,8,2024,3.0,97.09,0,7,18,5.0
100198,5,4,29,2,12,2024,6.0,,0,11,70,2.0
100413,3,4,2,3,4,2024,7.0,481.18,10,15,60,3.0
100574,4,4,4,6,3,2024,7.0,399.34,0,3,26,3.0
100296,5,3,17,3,12,2024,7.0,108.6,0,11,19,2.0
100450,1,5,1,4,10,2024,7.0,45.46,10,8,60,3.0
100385,3,4,21,2,12,2024,6.0,203.62,15,8,25,1.0
100407,3,4,23,1,3,2024,5.0,85.09,5,8,29,1.0
100364,4,2,20,6,9,2024,12.0,133.28,0,4,44,
100402,1,3,17,4,9,2024,1.0,171.0,0,9,65,2.0
100030,4,5,10,3,7,2024,12.0,111.51,0,6,30,
100573,3,1,29,3,7,2024,2.0,90.06,0,2,30,5.0
100344,2,3,22,6,12,2024,5.0,69.96,0,4,47,3.0
100473,5,1,14,6,10,2024,8.0,441.96,15,12,55,2.0
100102,5,2,24,2,6,2024,3.0,487.51,15,6,56,5.0
100246,2,2,13,4,7,2024,9.0,25.09,15,5,53,3.0
100166,3,3,27,1,1,2024,10.0,419.89,0,4,45,1.0
100398,1,5,26,4,9,2024,2.0,84.22,10,10,54,1.0
100420,4,4,1,5,3,2024,1.0,333.38,5,4,56,5.0
100578,4,4,30,4,8,2024,4.0,218.19,5,4,65,1.0
100592,3,3,4,4,10,2024,11.0,396.99,20,14,48,2.0
100342,4,2,20,2,1,2024,2.0,413.3,5,10,45,2.0
100322,5,1,8,4,2,2024,9.0,89.47,20,6,31,1.0
100239,4,2,21,1,7,2024,11.0,434.55,0,6,42,3.0
100280,3,4,25,5,4,2024,6.0,481.25,0,5,37,4.0
100374,4,2,23,3,3,2024,7.0,15.77,0,4,21,2.0
100181,3,4,1,1,12,2024,11.0,360.52,0,5,18,4.0
100069,1,3,14,4,1,2024,11.0,189.05,10,5,22,2.0
100389,4,3,22,2,9,2024,1.0,373.64,0,11,47,4.0
100066,3,1,13,4,11,2024,5.0,496.26,10,9,32,1.0
100080,2,3,17,3,6,2024,8.0,108.12,0,10,50,2.0
100265,3,3,3,1,7,2024,8.0,297.97,0,1,38,4.0
100417,2,2,1,6,4,2024,10.0,338.8,10,4,36,1.0
100287,4,5,29,5,5,2024,5.0,357.45,20,10,56,5.0
100163,5,1,24,1,7,2024,,461.41,5,5,68,2.0
100425,4,2,27,6,6,2024,6.0,408.46,0,1,42,2.0
100106,4,2,26,4,8,2024,,358.01,15,3,34,4.0
100325,1,3,22,1,12,2024,11.0,94.96,0,1,56,4.0
100295,4,1,11,3,2,2024,2.0,429.77,0,13,48,4.0
100099,1,3,12,6,7,2024,,203.63,5,15,65,1.0
100566,2,3,2,1,7,2024,6.0,369.91,10,4,44,5.0
100242,5,3,30,6,9,2024,6.0,131.53,0,14,46,1.0
100409,5,4,21,3,12,2024,10.0,268.93,0,9,31,4.0
100460,1,2,29,2,3,2024,10.0,267.4,5,6,24,5.0
100401,4,2,22,2,7,2024,3.0,90.18,5,6,24,5.0
100096,1,4,1,5,9,2024,7.0,261.72,0,6,48,1.0
100377,5,3,22,3,7,2024,4.0,183.52,20,7,38,4.0
100496,1,5,29,2,8,2024,1.0,296.65,15,7,58,3.0
100461,3,1,9,1,8,2024,4.0,200.44,0,7,32,4.0
100297,4,2,5,1,1,2024,1.0,60.01,15,10,52,4.0
100491,5,4,18,1,12,2024,2.0,26.06,0,3,60,2.0
100373,4,5,20,3,2,2024,10.0,394.05,0,1,41,
100331,2,2,14,1,10,2024,2.0,267.04,20,5,69,5.0
100285,5,4,22,5,2,2024,,71.11,0,11,22,4.0
100004,5,4,29,4,9,2024,6.0,366.08,0,10,22,1.0
100522,1,4,4,2,10,2024,6.0,282.44,0,14,37,5.0
100167,5,4,17,5,1,2024,9.0,364.92,5,7,47,
100442,1,2,7,2,7,2024,6.0,23.15,20,7,44,5.0
100404,1,4,14,5,1,2024,12.0,423.06,0,3,23,1.0
100269,5,5,21,2,4,2024,11.0,62.34,20,13,69,3.0
100453,4,1,19,2,5,2024,12.0,111.35,20,12,35,4.0
100311,4,2,7,6,9,2024,9.0,31.43,15,9,33,4.0
100506,4,2,7,1,10,2024,9.0,253.8,0,12,47,2.0
100217,2,3,8,3,10,2024,12.0,14.93,0,7,46,2.0
100199,4,1,18,5,7,2024,6.0,260.81,5,9,58,2.0
100109,1,5,12,1,1,2024,11.0,33.03,0,7,43,1.0
100330,5,2,28,4,1,2024,3.0,478.68,0,12,44,1.0
100354,3,3,10,1,4,2024,6.0,310.83,5,7,36,1.0
100348,1,3,5,5,11,2024,1.0,429.81,10,3,22,4.0
100439,1,5,14,5,4,2024,4.0,425.76,0,11,64,5.0
100125,2,4,25,6,3,2024,,,0,11,48,2.0
100307,5,2,17,2,11,2024,7.0,230.53,5,15,57,5.0
100550,3,1,18,2,8,2024,12.0,131.11,0,3,22,4.0
100026,4,3,13,3,2,2024,3.0,270.62,10,10,49,3.0
100419,2,1,11,2,10,2024,7.0,123.99,20,7,33,3.0
100529,5,3,10,5,2,2024,5.0,139.87,0,4,67,1.0
100124,5,5,30,5,7,2024,1.0,251.39,10,1,70,1.0
100591,4,5,24,4,2,2024,8.0,418.95,0,14,38,1.0
100237,1,4,17,5,11,2024,5.0,308.34,15,14,38,1.0
100062,4,3,30,6,1,2024,7.0,408.33,0,15,49,2.0
100256,2,4,11,2,11,2024,11.0,203.68,0,14,40,1.0
